start
start
start
RANK=2 LOCAL_RANK=2 WORLD=3
RANK=1 LOCAL_RANK=1 WORLD=3
RANK=0 LOCAL_RANK=0 WORLD=3
total desired batch size : 491520
calculated gradient accumulation steps : 10
found 99 shards for split train
found 1 shards for split val
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/__init__.py:1617: UserWarning: Please use the new API settings to control TF32 behavior, such as torch.backends.cudnn.conv.fp32_precision = 'tf32' or torch.backends.cuda.matmul.fp32_precision = 'ieee'. Old settings, e.g, torch.backends.cuda.matmul.allow_tf32 = True, torch.backends.cudnn.allow_tf32 = True, allowTF32CuDNN() and allowTF32CuBLAS() will be deprecated after Pytorch 2.9. Please see https://pytorch.org/docs/main/notes/cuda.html#tensorfloat-32-tf32-on-ampere-and-later-devices (Triggered internally at /pytorch/aten/src/ATen/Context.cpp:80.)
  _C._set_float32_matmul_precision(precision)
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/__init__.py:1617: UserWarning: Please use the new API settings to control TF32 behavior, such as torch.backends.cudnn.conv.fp32_precision = 'tf32' or torch.backends.cuda.matmul.fp32_precision = 'ieee'. Old settings, e.g, torch.backends.cuda.matmul.allow_tf32 = True, torch.backends.cudnn.allow_tf32 = True, allowTF32CuDNN() and allowTF32CuBLAS() will be deprecated after Pytorch 2.9. Please see https://pytorch.org/docs/main/notes/cuda.html#tensorfloat-32-tf32-on-ampere-and-later-devices (Triggered internally at /pytorch/aten/src/ATen/Context.cpp:80.)
  _C._set_float32_matmul_precision(precision)
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/__init__.py:1617: UserWarning: Please use the new API settings to control TF32 behavior, such as torch.backends.cudnn.conv.fp32_precision = 'tf32' or torch.backends.cuda.matmul.fp32_precision = 'ieee'. Old settings, e.g, torch.backends.cuda.matmul.allow_tf32 = True, torch.backends.cudnn.allow_tf32 = True, allowTF32CuDNN() and allowTF32CuBLAS() will be deprecated after Pytorch 2.9. Please see https://pytorch.org/docs/main/notes/cuda.html#tensorfloat-32-tf32-on-ampere-and-later-devices (Triggered internally at /pytorch/aten/src/ATen/Context.cpp:80.)
  _C._set_float32_matmul_precision(precision)
num decayed parameter tensors: 50, with 124,354,560 parameters
num non-decayed parameter tensors: 98, with 121,344 parameters
using fused AdamW: True
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/_dynamo/eval_frame.py:1044: UserWarning: torch.utils.checkpoint: the use_reentrant parameter should be passed explicitly. Starting in PyTorch 2.9, calling checkpoint without use_reentrant will raise an exception. use_reentrant=False is recommended, but if you need to preserve the current default behavior, you can pass use_reentrant=True. Refer to docs for more details on the differences between the two variants.
  return fn(*args, **kwargs)
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/utils/checkpoint.py:85: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/_dynamo/eval_frame.py:1044: UserWarning: torch.utils.checkpoint: the use_reentrant parameter should be passed explicitly. Starting in PyTorch 2.9, calling checkpoint without use_reentrant will raise an exception. use_reentrant=False is recommended, but if you need to preserve the current default behavior, you can pass use_reentrant=True. Refer to docs for more details on the differences between the two variants.
  return fn(*args, **kwargs)
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/utils/checkpoint.py:85: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/_dynamo/eval_frame.py:1044: UserWarning: torch.utils.checkpoint: the use_reentrant parameter should be passed explicitly. Starting in PyTorch 2.9, calling checkpoint without use_reentrant will raise an exception. use_reentrant=False is recommended, but if you need to preserve the current default behavior, you can pass use_reentrant=True. Refer to docs for more details on the differences between the two variants.
  return fn(*args, **kwargs)
/DATA405/khushi/gpt/.venv/lib/python3.13/site-packages/torch/utils/checkpoint.py:85: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
validation loss : 10.9824
HellaSwag accuracy : 2435/10042=0.2425
step : 0 | loss : 10.981745 | tok/sec : 8204.954470215296 | lr : 7.874016e-07 | dt : 59.91s
step : 12367 | loss : 3.207657 | tok/sec : 107993.44041088108 | lr : 2.525524e-04 | dt : 4.55s
step : 12368 | loss : 3.151642 | tok/sec : 108788.13924164654 | lr : 2.525109e-04 | dt : 4.52s
step : 12369 | loss : 3.192591 | tok/sec : 108480.6511414392 | lr : 2.524694e-04 | dt : 4.53s
step : 12370 | loss : 3.279089 | tok/sec : 108540.76954601645 | lr : 2.524279e-04 | dt : 4.53s
step : 12371 | loss : 3.205364 | tok/sec : 108641.34219664286 | lr : 2.523864e-04 | dt : 4.52s
step : 12372 | loss : 3.139909 | tok/sec : 108290.369688677 | lr : 2.523449e-04 | dt : 4.54s
step : 12373 | loss : 3.179129 | tok/sec : 108646.90735667324 | lr : 2.523034e-04 | dt : 4.52s
step : 12374 | loss : 3.203347 | tok/sec : 108792.93864703848 | lr : 2.522620e-04 | dt : 4.52s
step : 12375 | loss : 3.174560 | tok/sec : 108557.7388013304 | lr : 2.522205e-04 | dt : 4.53s
step : 12376 | loss : 3.160185 | tok/sec : 107581.75916301839 | lr : 2.521790e-04 | dt : 4.57s
step : 12377 | loss : 3.141598 | tok/sec : 108094.02668887847 | lr : 2.521375e-04 | dt : 4.55s
step : 12378 | loss : 3.183000 | tok/sec : 108366.93072353612 | lr : 2.520961e-04 | dt : 4.54s
step : 12379 | loss : 3.162723 | tok/sec : 108868.07925588926 | lr : 2.520546e-04 | dt : 4.51s
step : 12380 | loss : 3.204148 | tok/sec : 108419.55585193171 | lr : 2.520131e-04 | dt : 4.53s
step : 12381 | loss : 3.144002 | tok/sec : 108988.25301538578 | lr : 2.519716e-04 | dt : 4.51s
step : 12382 | loss : 3.175206 | tok/sec : 108438.15270392087 | lr : 2.519302e-04 | dt : 4.53s
step : 12383 | loss : 3.140566 | tok/sec : 108290.18197679623 | lr : 2.518887e-04 | dt : 4.54s
step : 12384 | loss : 3.106192 | tok/sec : 108215.2800278036 | lr : 2.518473e-04 | dt : 4.54s
step : 12385 | loss : 3.118070 | tok/sec : 108247.69620516896 | lr : 2.518058e-04 | dt : 4.54s
step : 12386 | loss : 3.064084 | tok/sec : 108876.20909334515 | lr : 2.517643e-04 | dt : 4.51s
step : 12387 | loss : 3.127691 | tok/sec : 108610.80694608699 | lr : 2.517229e-04 | dt : 4.53s
step : 12388 | loss : 3.139409 | tok/sec : 109071.96132889134 | lr : 2.516814e-04 | dt : 4.51s
step : 12389 | loss : 3.103904 | tok/sec : 108452.27140903121 | lr : 2.516400e-04 | dt : 4.53s
step : 12390 | loss : 3.109546 | tok/sec : 109563.83853900165 | lr : 2.515985e-04 | dt : 4.49s
step : 12391 | loss : 3.093917 | tok/sec : 108912.49193319771 | lr : 2.515571e-04 | dt : 4.51s
step : 12392 | loss : 3.162655 | tok/sec : 108673.57879748417 | lr : 2.515156e-04 | dt : 4.52s
step : 12393 | loss : 3.195282 | tok/sec : 109085.56446018585 | lr : 2.514742e-04 | dt : 4.51s
step : 12394 | loss : 3.147516 | tok/sec : 109027.42429104663 | lr : 2.514327e-04 | dt : 4.51s
step : 12395 | loss : 3.139667 | tok/sec : 109242.71068965232 | lr : 2.513913e-04 | dt : 4.50s
step : 12396 | loss : 3.116582 | tok/sec : 108561.45457027141 | lr : 2.513499e-04 | dt : 4.53s
step : 12397 | loss : 3.106288 | tok/sec : 108818.44115445971 | lr : 2.513084e-04 | dt : 4.52s
step : 12398 | loss : 3.199064 | tok/sec : 108809.900703876 | lr : 2.512670e-04 | dt : 4.52s
step : 12399 | loss : 3.115682 | tok/sec : 108656.6305783991 | lr : 2.512256e-04 | dt : 4.52s
step : 12400 | loss : 3.094345 | tok/sec : 108235.1422211463 | lr : 2.511841e-04 | dt : 4.54s
step : 12401 | loss : 3.135599 | tok/sec : 93685.39889398037 | lr : 2.511427e-04 | dt : 5.25s
step : 12402 | loss : 3.168340 | tok/sec : 112165.23878766168 | lr : 2.511013e-04 | dt : 4.38s
step : 12403 | loss : 3.170668 | tok/sec : 111908.14072132447 | lr : 2.510599e-04 | dt : 4.39s
step : 12404 | loss : 3.143826 | tok/sec : 111853.73819167979 | lr : 2.510184e-04 | dt : 4.39s
step : 12405 | loss : 3.087571 | tok/sec : 111771.10636780283 | lr : 2.509770e-04 | dt : 4.40s
step : 12406 | loss : 3.148062 | tok/sec : 112058.56300757559 | lr : 2.509356e-04 | dt : 4.39s
step : 12407 | loss : 3.205992 | tok/sec : 96988.24653455854 | lr : 2.508942e-04 | dt : 5.07s
step : 12408 | loss : 3.132732 | tok/sec : 111816.55513111778 | lr : 2.508528e-04 | dt : 4.40s
step : 12409 | loss : 3.134132 | tok/sec : 112626.1017720281 | lr : 2.508114e-04 | dt : 4.36s
step : 12410 | loss : 3.150943 | tok/sec : 112460.91247538467 | lr : 2.507700e-04 | dt : 4.37s
step : 12411 | loss : 3.117265 | tok/sec : 110700.84662306687 | lr : 2.507286e-04 | dt : 4.44s
step : 12412 | loss : 3.177937 | tok/sec : 113261.6528965394 | lr : 2.506872e-04 | dt : 4.34s
step : 12413 | loss : 3.168779 | tok/sec : 111880.09495336395 | lr : 2.506458e-04 | dt : 4.39s
step : 12414 | loss : 3.181837 | tok/sec : 110658.52155632712 | lr : 2.506044e-04 | dt : 4.44s
step : 12415 | loss : 3.147036 | tok/sec : 108616.037071353 | lr : 2.505630e-04 | dt : 4.53s
step : 12416 | loss : 3.142877 | tok/sec : 107622.62811593659 | lr : 2.505216e-04 | dt : 4.57s
step : 12417 | loss : 3.142184 | tok/sec : 108357.02007726436 | lr : 2.504802e-04 | dt : 4.54s
step : 12418 | loss : 3.150727 | tok/sec : 107441.85398021786 | lr : 2.504388e-04 | dt : 4.57s
step : 12419 | loss : 3.175793 | tok/sec : 105132.96657953796 | lr : 2.503974e-04 | dt : 4.68s
step : 12420 | loss : 3.156190 | tok/sec : 105697.61454520174 | lr : 2.503560e-04 | dt : 4.65s
step : 12421 | loss : 3.168202 | tok/sec : 106063.08795750859 | lr : 2.503146e-04 | dt : 4.63s
step : 12422 | loss : 3.131220 | tok/sec : 105885.13953616655 | lr : 2.502732e-04 | dt : 4.64s
step : 12423 | loss : 3.109439 | tok/sec : 104864.32576470893 | lr : 2.502318e-04 | dt : 4.69s
step : 12424 | loss : 3.156288 | tok/sec : 105617.47228762599 | lr : 2.501905e-04 | dt : 4.65s
step : 12425 | loss : 3.153900 | tok/sec : 105656.82427177545 | lr : 2.501491e-04 | dt : 4.65s
step : 12426 | loss : 3.152901 | tok/sec : 104839.57110036771 | lr : 2.501077e-04 | dt : 4.69s
step : 12427 | loss : 3.126883 | tok/sec : 106296.22244293534 | lr : 2.500663e-04 | dt : 4.62s
step : 12428 | loss : 3.130088 | tok/sec : 105792.85472410054 | lr : 2.500250e-04 | dt : 4.65s
step : 12429 | loss : 3.123858 | tok/sec : 106069.83828393994 | lr : 2.499836e-04 | dt : 4.63s
step : 12430 | loss : 3.112811 | tok/sec : 106142.89168677971 | lr : 2.499422e-04 | dt : 4.63s
step : 12431 | loss : 3.166297 | tok/sec : 105634.74674240426 | lr : 2.499009e-04 | dt : 4.65s
step : 12432 | loss : 3.159457 | tok/sec : 105394.29566310623 | lr : 2.498595e-04 | dt : 4.66s
step : 12433 | loss : 3.150881 | tok/sec : 105964.69194627772 | lr : 2.498181e-04 | dt : 4.64s
step : 12434 | loss : 3.136302 | tok/sec : 105173.02599884143 | lr : 2.497768e-04 | dt : 4.67s
step : 12435 | loss : 3.219597 | tok/sec : 106033.87555480348 | lr : 2.497354e-04 | dt : 4.64s
step : 12436 | loss : 3.182912 | tok/sec : 106337.72191669323 | lr : 2.496941e-04 | dt : 4.62s
step : 12437 | loss : 3.095272 | tok/sec : 106098.38796640788 | lr : 2.496527e-04 | dt : 4.63s
step : 12438 | loss : 3.129110 | tok/sec : 106291.62435008281 | lr : 2.496114e-04 | dt : 4.62s
step : 12439 | loss : 3.139425 | tok/sec : 105959.34370700477 | lr : 2.495700e-04 | dt : 4.64s
step : 12440 | loss : 3.212580 | tok/sec : 106213.69269995295 | lr : 2.495287e-04 | dt : 4.63s
step : 12441 | loss : 3.219901 | tok/sec : 106320.22228398267 | lr : 2.494873e-04 | dt : 4.62s
step : 12442 | loss : 3.139378 | tok/sec : 106325.83733291757 | lr : 2.494460e-04 | dt : 4.62s
step : 12443 | loss : 3.145862 | tok/sec : 105925.18653451266 | lr : 2.494046e-04 | dt : 4.64s
step : 12444 | loss : 3.186819 | tok/sec : 105616.62278133474 | lr : 2.493633e-04 | dt : 4.65s
step : 12445 | loss : 3.129286 | tok/sec : 105668.57600822228 | lr : 2.493220e-04 | dt : 4.65s
step : 12446 | loss : 3.225730 | tok/sec : 105435.4442376452 | lr : 2.492806e-04 | dt : 4.66s
step : 12447 | loss : 3.177794 | tok/sec : 105980.40756501065 | lr : 2.492393e-04 | dt : 4.64s
step : 12448 | loss : 3.107773 | tok/sec : 106187.93048160734 | lr : 2.491980e-04 | dt : 4.63s
step : 12449 | loss : 3.170876 | tok/sec : 104921.22791953963 | lr : 2.491566e-04 | dt : 4.68s
step : 12450 | loss : 3.238703 | tok/sec : 105481.5899598117 | lr : 2.491153e-04 | dt : 4.66s
step : 12451 | loss : 3.165747 | tok/sec : 105701.54897734664 | lr : 2.490740e-04 | dt : 4.65s
step : 12452 | loss : 3.168727 | tok/sec : 105715.630791399 | lr : 2.490327e-04 | dt : 4.65s
step : 12453 | loss : 3.160468 | tok/sec : 106183.28159314043 | lr : 2.489913e-04 | dt : 4.63s
step : 12454 | loss : 3.134070 | tok/sec : 105719.76173488804 | lr : 2.489500e-04 | dt : 4.65s
step : 12455 | loss : 3.084752 | tok/sec : 105940.31336495328 | lr : 2.489087e-04 | dt : 4.64s
step : 12456 | loss : 3.264778 | tok/sec : 106870.90393535816 | lr : 2.488674e-04 | dt : 4.60s
step : 12457 | loss : 3.123710 | tok/sec : 107374.14325317694 | lr : 2.488261e-04 | dt : 4.58s
step : 12458 | loss : 3.115117 | tok/sec : 107398.31905347478 | lr : 2.487848e-04 | dt : 4.58s
step : 12459 | loss : 3.191939 | tok/sec : 107617.13930209316 | lr : 2.487435e-04 | dt : 4.57s
step : 12460 | loss : 3.150863 | tok/sec : 106903.47304524765 | lr : 2.487022e-04 | dt : 4.60s
step : 12461 | loss : 3.121252 | tok/sec : 107549.07287673737 | lr : 2.486608e-04 | dt : 4.57s
step : 12462 | loss : 3.150311 | tok/sec : 107200.049319886 | lr : 2.486195e-04 | dt : 4.59s
step : 12463 | loss : 3.112978 | tok/sec : 107527.27996522967 | lr : 2.485782e-04 | dt : 4.57s
step : 12464 | loss : 3.126284 | tok/sec : 107520.92045618298 | lr : 2.485369e-04 | dt : 4.57s
step : 12465 | loss : 3.166883 | tok/sec : 106992.38675488935 | lr : 2.484957e-04 | dt : 4.59s
step : 12466 | loss : 3.090391 | tok/sec : 107519.87743391657 | lr : 2.484544e-04 | dt : 4.57s
step : 12467 | loss : 3.182468 | tok/sec : 106970.30820146705 | lr : 2.484131e-04 | dt : 4.59s
step : 12468 | loss : 3.181419 | tok/sec : 107469.06302955281 | lr : 2.483718e-04 | dt : 4.57s
step : 12469 | loss : 3.114935 | tok/sec : 107655.89882315478 | lr : 2.483305e-04 | dt : 4.57s
step : 12470 | loss : 3.146980 | tok/sec : 107591.4891895459 | lr : 2.482892e-04 | dt : 4.57s
step : 12471 | loss : 3.133726 | tok/sec : 107625.33059332831 | lr : 2.482479e-04 | dt : 4.57s
step : 12472 | loss : 3.124314 | tok/sec : 107427.34214884146 | lr : 2.482066e-04 | dt : 4.58s
step : 12473 | loss : 3.119695 | tok/sec : 107664.91130581047 | lr : 2.481654e-04 | dt : 4.57s
step : 12474 | loss : 3.212403 | tok/sec : 107533.5392642023 | lr : 2.481241e-04 | dt : 4.57s
step : 12475 | loss : 3.138287 | tok/sec : 107314.82388803693 | lr : 2.480828e-04 | dt : 4.58s
step : 12476 | loss : 3.173753 | tok/sec : 107832.1432659475 | lr : 2.480415e-04 | dt : 4.56s
step : 12477 | loss : 3.138636 | tok/sec : 107782.99431552258 | lr : 2.480003e-04 | dt : 4.56s
step : 12478 | loss : 3.228556 | tok/sec : 107229.57884502836 | lr : 2.479590e-04 | dt : 4.58s
step : 12479 | loss : 3.215314 | tok/sec : 107496.88561589364 | lr : 2.479177e-04 | dt : 4.57s
step : 12480 | loss : 3.120727 | tok/sec : 107972.15129393426 | lr : 2.478765e-04 | dt : 4.55s
step : 12481 | loss : 3.156742 | tok/sec : 107004.5985482953 | lr : 2.478352e-04 | dt : 4.59s
step : 12482 | loss : 3.201917 | tok/sec : 107980.13655694417 | lr : 2.477940e-04 | dt : 4.55s
step : 12483 | loss : 3.118647 | tok/sec : 108015.89244016602 | lr : 2.477527e-04 | dt : 4.55s
step : 12484 | loss : 3.191792 | tok/sec : 107264.15284321629 | lr : 2.477114e-04 | dt : 4.58s
step : 12485 | loss : 3.144833 | tok/sec : 107356.33999995104 | lr : 2.476702e-04 | dt : 4.58s
step : 12486 | loss : 3.178832 | tok/sec : 107509.51560221823 | lr : 2.476289e-04 | dt : 4.57s
step : 12487 | loss : 3.178625 | tok/sec : 107486.43294515538 | lr : 2.475877e-04 | dt : 4.57s
step : 12488 | loss : 3.130935 | tok/sec : 107725.68795336407 | lr : 2.475464e-04 | dt : 4.56s
step : 12489 | loss : 3.155242 | tok/sec : 106958.09313476968 | lr : 2.475052e-04 | dt : 4.60s
step : 12490 | loss : 3.211293 | tok/sec : 106774.53217834757 | lr : 2.474640e-04 | dt : 4.60s
step : 12491 | loss : 3.100802 | tok/sec : 107074.39083603267 | lr : 2.474227e-04 | dt : 4.59s
step : 12492 | loss : 3.169916 | tok/sec : 106501.05128124592 | lr : 2.473815e-04 | dt : 4.62s
step : 12493 | loss : 3.086974 | tok/sec : 107084.19616586209 | lr : 2.473402e-04 | dt : 4.59s
step : 12494 | loss : 3.111534 | tok/sec : 106832.56355953722 | lr : 2.472990e-04 | dt : 4.60s
step : 12495 | loss : 3.078469 | tok/sec : 107463.65148692805 | lr : 2.472578e-04 | dt : 4.57s
step : 12496 | loss : 3.181322 | tok/sec : 106904.15489770834 | lr : 2.472166e-04 | dt : 4.60s
step : 12497 | loss : 3.097695 | tok/sec : 106830.9581062545 | lr : 2.471753e-04 | dt : 4.60s
step : 12498 | loss : 3.073725 | tok/sec : 107019.51860057106 | lr : 2.471341e-04 | dt : 4.59s
step : 12499 | loss : 3.174866 | tok/sec : 106283.95261357611 | lr : 2.470929e-04 | dt : 4.62s
validation loss : 3.1567
HellaSwag accuracy : 2942/10042=0.2930
rank 0 sample 0: Hello, I'm a language model, and I'll be using English and a ton of other languages, to use my language skills. It is important to use
rank 0 sample 1: Hello, I'm a language model, so i'm not sure if it seems to me fair... I have worked in the past to create different kinds of games
rank 0 sample 2: Hello, I'm a language model, but I found this out last year and I did it. That made the difference. I said, "I don't
rank 0 sample 3: Hello, I'm a language model, and they're the same. I also think both of them are equally important to teaching children the language.
That brings
rank 1 sample 0: Hello, I'm a language model, and my teaching is the best I could have, because I work with a lot of language models in my classroom. I
rank 1 sample 1: Hello, I'm a language model, not an academic; I'm a professor, not a software engineer. I can easily pick up two things:
-
rank 1 sample 2: Hello, I'm a language model, so have to make sure that I'm using the correct word at the end of the sentence.<|endoftext|>This article describes how
rank 1 sample 3: Hello, I'm a language model, and I'm interested to introduce you to object-oriented model in class. However, sometimes Python does not have as many
rank 2 sample 0: Hello, I'm a language model, this one's how I feel when I was in high school and I'd say to myself, 'I'll be back
rank 2 sample 1: Hello, I'm a language model, where I build models using a language which belongs to a particular domain. You can also use this to model the language itself
rank 2 sample 2: Hello, I'm a language model, but I think the language model, because it's the other way around, is just another example of a language model,
rank 2 sample 3: Hello, I'm a language model, so that a lot of the time it helps me be able to communicate with another person who wasn't spoken by you.
step : 12500 | loss : 3.161990 | tok/sec : 8033.544144733302 | lr : 2.470517e-04 | dt : 61.18s
step : 12501 | loss : 3.140050 | tok/sec : 117755.77030115857 | lr : 2.470104e-04 | dt : 4.17s
step : 12502 | loss : 3.140145 | tok/sec : 117760.40476620247 | lr : 2.469692e-04 | dt : 4.17s
step : 12503 | loss : 3.137470 | tok/sec : 117523.21150012373 | lr : 2.469280e-04 | dt : 4.18s
step : 12504 | loss : 3.204101 | tok/sec : 116331.27230172283 | lr : 2.468868e-04 | dt : 4.23s
step : 12505 | loss : 3.133350 | tok/sec : 115856.50150826464 | lr : 2.468456e-04 | dt : 4.24s
step : 12506 | loss : 3.142668 | tok/sec : 117155.7409835963 | lr : 2.468044e-04 | dt : 4.20s
step : 12507 | loss : 3.128113 | tok/sec : 117296.51449182843 | lr : 2.467632e-04 | dt : 4.19s
step : 12508 | loss : 3.131222 | tok/sec : 115903.39230718545 | lr : 2.467220e-04 | dt : 4.24s
step : 12509 | loss : 3.168117 | tok/sec : 116525.86268597664 | lr : 2.466808e-04 | dt : 4.22s
step : 12510 | loss : 3.163458 | tok/sec : 115964.1416343801 | lr : 2.466396e-04 | dt : 4.24s
step : 12511 | loss : 3.173805 | tok/sec : 115619.71692807021 | lr : 2.465984e-04 | dt : 4.25s
step : 12512 | loss : 3.195210 | tok/sec : 115695.36677831855 | lr : 2.465572e-04 | dt : 4.25s
step : 12513 | loss : 3.228090 | tok/sec : 116325.3843760548 | lr : 2.465160e-04 | dt : 4.23s
step : 12514 | loss : 3.162816 | tok/sec : 114916.69797486764 | lr : 2.464748e-04 | dt : 4.28s
step : 12515 | loss : 3.241439 | tok/sec : 115764.84878719169 | lr : 2.464336e-04 | dt : 4.25s
step : 12516 | loss : 3.114283 | tok/sec : 114365.57009168898 | lr : 2.463924e-04 | dt : 4.30s
step : 12517 | loss : 3.136932 | tok/sec : 112768.46176870605 | lr : 2.463512e-04 | dt : 4.36s
step : 12518 | loss : 3.217324 | tok/sec : 112045.6393843204 | lr : 2.463100e-04 | dt : 4.39s
step : 12519 | loss : 3.160169 | tok/sec : 112902.36434553863 | lr : 2.462689e-04 | dt : 4.35s
step : 12520 | loss : 3.130872 | tok/sec : 111846.97800250063 | lr : 2.462277e-04 | dt : 4.39s
step : 12521 | loss : 3.147627 | tok/sec : 107094.93792721613 | lr : 2.461865e-04 | dt : 4.59s
step : 12522 | loss : 3.145022 | tok/sec : 107547.26067122292 | lr : 2.461453e-04 | dt : 4.57s
step : 12523 | loss : 3.202309 | tok/sec : 107493.2479679445 | lr : 2.461042e-04 | dt : 4.57s
step : 12524 | loss : 3.195134 | tok/sec : 107239.62459811494 | lr : 2.460630e-04 | dt : 4.58s
step : 12525 | loss : 3.214701 | tok/sec : 107466.12190616826 | lr : 2.460218e-04 | dt : 4.57s
step : 12526 | loss : 3.149011 | tok/sec : 107725.40087102732 | lr : 2.459807e-04 | dt : 4.56s
step : 12527 | loss : 3.160778 | tok/sec : 107891.88926804038 | lr : 2.459395e-04 | dt : 4.56s
step : 12528 | loss : 3.163443 | tok/sec : 107508.62417429296 | lr : 2.458983e-04 | dt : 4.57s
step : 12529 | loss : 3.145858 | tok/sec : 107225.74176374581 | lr : 2.458572e-04 | dt : 4.58s
step : 12530 | loss : 3.157008 | tok/sec : 107534.26283230589 | lr : 2.458160e-04 | dt : 4.57s
step : 12531 | loss : 3.186477 | tok/sec : 107758.70699857257 | lr : 2.457749e-04 | dt : 4.56s
step : 12532 | loss : 3.104177 | tok/sec : 107401.46349049183 | lr : 2.457337e-04 | dt : 4.58s
step : 12533 | loss : 3.219335 | tok/sec : 107370.22312302234 | lr : 2.456926e-04 | dt : 4.58s
step : 12534 | loss : 3.181381 | tok/sec : 107436.17083231668 | lr : 2.456514e-04 | dt : 4.57s
step : 12535 | loss : 3.106156 | tok/sec : 107582.07916475259 | lr : 2.456103e-04 | dt : 4.57s
step : 12536 | loss : 3.122180 | tok/sec : 107745.68615882292 | lr : 2.455691e-04 | dt : 4.56s
step : 12537 | loss : 3.108132 | tok/sec : 107524.85720641346 | lr : 2.455280e-04 | dt : 4.57s
step : 12538 | loss : 3.070925 | tok/sec : 107537.40962545389 | lr : 2.454869e-04 | dt : 4.57s
step : 12539 | loss : 3.176291 | tok/sec : 107757.1411775129 | lr : 2.454457e-04 | dt : 4.56s
step : 12540 | loss : 3.117616 | tok/sec : 107980.91704969124 | lr : 2.454046e-04 | dt : 4.55s
step : 12541 | loss : 3.121005 | tok/sec : 106995.69071678161 | lr : 2.453634e-04 | dt : 4.59s
step : 12542 | loss : 3.175826 | tok/sec : 107749.1100193376 | lr : 2.453223e-04 | dt : 4.56s
step : 12543 | loss : 3.119637 | tok/sec : 107840.37296230439 | lr : 2.452812e-04 | dt : 4.56s
step : 12544 | loss : 3.147052 | tok/sec : 107343.66213689555 | lr : 2.452401e-04 | dt : 4.58s
step : 12545 | loss : 3.152432 | tok/sec : 107442.25714261144 | lr : 2.451989e-04 | dt : 4.57s
step : 12546 | loss : 3.112285 | tok/sec : 107561.35596584243 | lr : 2.451578e-04 | dt : 4.57s
step : 12547 | loss : 3.227811 | tok/sec : 108029.43720196177 | lr : 2.451167e-04 | dt : 4.55s
step : 12548 | loss : 3.143157 | tok/sec : 107648.64720346621 | lr : 2.450756e-04 | dt : 4.57s
step : 12549 | loss : 3.165557 | tok/sec : 107585.6217672795 | lr : 2.450345e-04 | dt : 4.57s
step : 12550 | loss : 3.127664 | tok/sec : 107922.69952031199 | lr : 2.449934e-04 | dt : 4.55s
step : 12551 | loss : 3.231386 | tok/sec : 107427.56606707531 | lr : 2.449522e-04 | dt : 4.58s
step : 12552 | loss : 3.132654 | tok/sec : 107443.9594171861 | lr : 2.449111e-04 | dt : 4.57s
step : 12553 | loss : 3.172528 | tok/sec : 108074.35788842401 | lr : 2.448700e-04 | dt : 4.55s
step : 12554 | loss : 3.110718 | tok/sec : 108047.53237074421 | lr : 2.448289e-04 | dt : 4.55s
step : 12555 | loss : 3.112261 | tok/sec : 107696.09837823047 | lr : 2.447878e-04 | dt : 4.56s
step : 12556 | loss : 3.185101 | tok/sec : 107939.28955552717 | lr : 2.447467e-04 | dt : 4.55s
step : 12557 | loss : 3.191100 | tok/sec : 107167.3716991564 | lr : 2.447056e-04 | dt : 4.59s
step : 12558 | loss : 3.113548 | tok/sec : 107872.74550890464 | lr : 2.446645e-04 | dt : 4.56s
step : 12559 | loss : 3.187236 | tok/sec : 107676.64722368307 | lr : 2.446234e-04 | dt : 4.56s
step : 12560 | loss : 3.162536 | tok/sec : 107575.28655418173 | lr : 2.445823e-04 | dt : 4.57s
step : 12561 | loss : 3.143003 | tok/sec : 107236.88567480947 | lr : 2.445413e-04 | dt : 4.58s
step : 12562 | loss : 3.141705 | tok/sec : 107881.87901773576 | lr : 2.445002e-04 | dt : 4.56s
step : 12563 | loss : 3.233780 | tok/sec : 107563.12374956135 | lr : 2.444591e-04 | dt : 4.57s
step : 12564 | loss : 3.133520 | tok/sec : 108382.8485086336 | lr : 2.444180e-04 | dt : 4.54s
step : 12565 | loss : 3.176408 | tok/sec : 107796.54272897998 | lr : 2.443769e-04 | dt : 4.56s
step : 12566 | loss : 3.146515 | tok/sec : 107852.62112115265 | lr : 2.443358e-04 | dt : 4.56s
step : 12567 | loss : 3.126843 | tok/sec : 107613.01603746816 | lr : 2.442948e-04 | dt : 4.57s
step : 12568 | loss : 3.086452 | tok/sec : 107586.04846732027 | lr : 2.442537e-04 | dt : 4.57s
step : 12569 | loss : 3.176549 | tok/sec : 107539.72075661259 | lr : 2.442126e-04 | dt : 4.57s
step : 12570 | loss : 3.109663 | tok/sec : 107163.55020948929 | lr : 2.441716e-04 | dt : 4.59s
